Omzet_Bulanan_Juta_Rp,Laba_Bersih_Bulanan_Juta_Rp,Jumlah_Karyawan,Total_Aset_Juta_Rp,Pencatatan_Keuangan_1_3,Tingkat_Digitalisasi_1_4
5.71,1.12,1,9.15,1,1
25.48,5.84,3,60.05,2,2
36.6,8.19,1,79.99,2,3
4.48,1.01,1,3.44,1,1
158.55,60.88,4,173.8,3,3
16.52,4.76,3,38.37,1,3
83.08,26.48,6,159.87,2,3
8.7,1.46,1,10.19,2,2
1.31,-0.07,1,8.85,1,1
77.03,22.71,3,458.8,3,4
76.98,26.36,7,121.99,3,4
5.14,1.08,1,3.8,1,2
38.12,10.8,3,35.76,2,2
1.33,-0.02,1,5.01,1,1
5.04,0.21,1,7.79,1,1
13.06,3.66,2,12.47,2,3
5.2,0.4,1,8.48,1,1
0.69,0.09,1,9.73,1,1
52.76,18.56,4,448.4,3,3
17.36,5.15,2,32.84,2,3
10.68,3.03,3,54.57,2,3
3.47,0.14,1,6.5,2,1
22.28,6.14,2,73.31,3,3
113.23,35.73,9,222.66,3,4
6.27,1.26,1,7.56,1,2
2.41,0.25,1,4.04,1,1
30.89,6.63,2,45.41,1,2
3.82,0.52,1,6.01,1,1
90.56,33.0,4,420.69,3,3
4.76,0.57,1,4.8,1,1
11.37,3.25,2,67.67,1,2
12.3,2.69,1,52.45,2,3
6.89,1.65,1,2.43,1,1
4.68,0.3,1,8.47,1,1
5.11,0.63,1,3.48,1,1
3.93,0.57,1,1.56,1,1
34.3,8.52,2,91.68,2,3
2.77,-0.03,1,6.32,1,2
0.75,0.1,1,8.67,1,2
80.05,16.54,9,358.29,3,4
1.36,0.13,1,4.44,1,1
6.54,-0.23,1,8.94,1,1
29.77,4.92,1,11.16,2,2
1.62,0.34,1,3.84,1,1
32.3,8.96,3,37.8,2,2
20.39,3.76,2,48.76,2,2
5.29,-0.12,1,3.34,1,1
11.77,1.93,1,75.81,2,3
16.72,4.71,3,30.81,2,3
1.38,-0.05,1,3.98,1,1
91.47,28.37,9,111.21,3,4
27.57,7.37,3,66.27,1,2
94.67,34.53,5,154.42,3,4
6.97,-0.52,1,7.94,1,1
7.39,1.9,3,68.16,2,2
126.62,45.78,9,338.41,2,4
6.28,0.14,1,1.7,1,1
2.36,0.06,1,4.17,2,1
8.13,1.56,1,59.31,3,2
6.18,1.35,1,2.9,1,1
46.05,13.59,4,343.94,3,4
21.54,5.28,3,62.2,2,3
4.71,0.38,1,1.58,1,2
3.1,0.64,1,5.26,1,1
2.82,-0.23,1,3.0,1,2
3.39,0.7,1,9.16,1,2
157.41,34.87,7,434.16,3,3
2.96,0.43,1,6.96,1,1
6.46,-0.08,1,8.25,1,1
35.12,10.22,2,19.88,2,3
1.92,-0.0,1,9.15,1,1
7.57,1.51,1,96.32,2,2
53.68,19.66,10,211.26,2,4
26.42,7.75,3,58.12,3,2
1.47,-0.1,1,6.0,1,1
5.75,0.67,1,1.56,1,1
22.18,4.92,2,65.35,2,3
1.08,0.25,1,7.05,1,1
7.72,1.33,1,81.07,2,2
146.06,55.0,8,194.66,3,3
4.12,0.87,1,6.24,1,1
11.31,2.69,1,94.1,2,3
22.2,5.63,3,12.02,2,3
6.41,0.38,1,3.43,1,1
3.54,-0.33,1,3.96,1,1
6.04,-0.01,1,1.67,2,1
71.88,19.4,7,462.63,3,4
6.77,-0.44,1,7.37,1,2
3.35,0.51,1,4.65,1,2
4.26,0.57,1,2.91,2,2
97.98,21.89,10,243.77,3,3
1.58,0.02,1,6.39,1,1
33.81,8.86,3,11.57,2,3
0.86,0.15,1,1.25,1,1
4.35,0.19,1,1.48,1,1
55.29,18.26,7,179.36,3,4
4.32,0.86,1,5.61,1,1
19.19,5.28,3,37.74,1,2
31.97,5.2,3,98.66,2,3
3.38,0.63,1,2.64,1,1
1.18,-0.11,1,5.44,1,2
5.99,0.26,1,5.19,1,1
12.6,3.7,1,74.12,2,2
44.92,10.75,9,147.28,3,4
4.8,0.19,1,2.27,1,1
4.93,0.75,1,1.93,1,2
127.93,27.93,7,311.02,3,4
13.86,2.62,3,47.62,1,3
12.9,2.11,2,78.83,2,2
4.56,0.92,1,4.31,1,1
2.77,-0.08,1,3.07,2,2
2.48,-0.01,1,9.97,1,1
35.88,5.47,3,50.12,2,2
1.56,0.12,1,4.88,1,1
5.13,0.99,1,1.57,1,2
107.77,38.42,10,493.31,3,3
1.98,0.06,1,1.69,1,1
121.78,29.2,7,233.02,3,3
16.43,2.63,1,39.92,1,3
15.32,3.16,1,28.47,2,3
4.67,0.28,1,8.94,1,1
6.92,-0.42,1,4.33,1,1
27.58,8.01,3,75.87,2,2
5.22,0.94,1,9.31,1,2
22.08,4.28,1,16.96,2,2
69.19,20.8,3,496.03,3,4
26.48,7.83,2,98.96,1,3
25.8,7.2,1,98.75,2,2
4.28,0.46,1,7.88,1,1
5.46,-0.21,1,6.02,1,1
4.28,0.66,1,4.12,1,1
140.04,29.12,5,449.9,3,3
4.54,0.88,1,6.44,1,1
25.45,4.56,3,77.81,1,2
4.22,0.74,1,6.47,1,1
6.94,0.41,1,6.07,1,1
8.97,1.36,3,70.07,2,2
121.53,33.21,6,282.16,3,4
34.49,6.74,3,81.92,3,2
34.04,9.76,3,13.49,3,3
31.39,5.48,2,66.65,2,3
18.64,3.32,2,49.7,2,2
5.91,1.17,1,7.34,1,1
1.06,-0.03,1,8.25,1,1
18.36,3.24,3,40.32,2,2
39.58,7.31,2,94.54,2,3
27.72,5.65,3,68.76,2,2
22.16,5.03,3,65.04,2,2
18.43,4.48,2,41.88,2,2
7.57,2.05,1,39.12,1,3
6.62,-0.18,1,2.86,1,2
8.61,2.42,1,88.59,3,3
4.24,0.81,1,2.28,1,1
6.95,1.05,1,7.89,1,1
4.33,0.76,1,1.72,1,1
13.88,2.78,1,68.46,3,2
13.72,3.28,3,52.23,1,2
9.24,2.29,1,20.51,2,3
20.73,5.65,2,62.09,1,3
23.41,4.73,2,72.4,2,2
1.49,0.01,1,6.66,1,2
3.63,0.47,1,7.49,1,1
4.48,0.21,1,6.4,2,1
65.32,19.84,8,497.77,3,3
28.03,8.34,1,30.79,3,3
33.01,9.53,1,27.71,2,2
24.3,6.05,1,82.88,2,2
18.87,4.01,2,55.68,3,3
72.08,23.46,8,346.51,2,4
7.28,1.94,2,67.06,2,2
21.31,5.92,2,37.65,2,3
1.45,0.3,1,1.18,1,1
4.58,0.11,1,3.91,1,2
50.83,12.99,10,315.34,3,4
41.61,13.59,3,317.24,3,4
12.74,3.63,1,58.31,2,2
25.22,4.62,2,19.37,3,3
17.22,3.88,2,22.41,2,2
47.87,9.97,8,164.54,3,4
5.82,0.45,1,5.76,1,1
11.64,3.43,3,42.81,2,2
5.37,0.84,1,9.97,1,1
18.41,3.29,1,71.35,2,2
0.77,0.05,1,5.18,1,1
158.56,55.12,6,251.07,2,3
21.72,4.6,3,33.79,2,3
5.36,0.16,1,9.23,2,1
0.85,-0.05,1,2.85,2,1
39.79,8.07,3,55.22,3,3
16.72,3.66,1,24.66,3,2
38.45,6.99,3,15.2,2,3
12.3,1.99,1,90.6,1,2
109.47,39.69,7,352.32,3,3
13.11,3.52,2,66.84,2,2
4.56,0.65,1,5.23,1,1
22.34,4.0,3,34.04,2,2
6.06,0.57,1,6.96,1,1
48.05,16.38,10,214.25,2,3
25.49,6.09,3,79.4,2,3
97.44,19.8,9,274.42,3,3
14.78,3.89,1,73.42,2,3
6.44,0.3,1,9.24,1,1
2.84,0.31,1,5.9,1,1
6.54,-0.57,1,3.49,1,1
2.04,0.5,1,6.13,1,1
8.59,2.28,3,12.7,3,2
4.92,-0.21,1,3.68,1,1
1.49,0.01,1,5.8,1,2
149.23,30.88,7,387.64,2,4
11.55,2.28,3,77.47,3,2
30.73,4.98,3,82.54,2,2
97.94,32.83,3,490.02,3,4
6.5,0.75,1,9.51,1,1
7.45,1.59,1,57.87,1,2
13.84,3.05,3,97.89,2,3
36.18,7.0,3,41.19,2,3
1.56,-0.07,1,9.92,1,1
4.67,0.93,1,8.4,1,1
17.14,5.07,3,24.28,2,3
14.88,2.97,2,74.62,3,3
1.29,0.18,1,1.27,1,1
4.09,-0.01,1,3.78,1,2
4.16,-0.37,1,5.77,1,2
2.8,0.44,1,8.3,1,1
1.07,-0.03,1,2.04,1,2
37.12,8.89,2,70.62,1,3
49.97,17.85,6,432.22,3,4
2.8,-0.09,1,5.47,1,1
5.7,1.41,1,2.38,1,2
25.72,6.83,1,71.17,3,2
37.25,9.36,1,10.6,3,2
3.31,-0.01,1,2.18,1,1
51.56,18.93,8,106.8,3,3
33.27,5.96,3,20.35,1,2
31.06,7.74,3,81.11,3,2
31.69,7.96,2,95.42,2,3
5.81,-0.07,1,7.75,1,1
2.55,-0.14,1,1.92,1,2
111.12,39.39,10,482.78,3,3
12.65,3.35,3,46.83,2,3
19.66,5.86,2,72.7,2,2
4.81,0.36,1,2.53,1,1
6.15,-0.59,1,1.82,1,1
25.7,6.63,1,75.99,1,2
14.97,4.15,1,42.77,2,3
30.04,6.81,2,83.08,2,2
2.19,0.48,1,1.91,1,1
88.65,19.61,4,308.25,3,3
4.28,0.99,1,3.1,1,2
14.82,3.82,2,95.83,2,2
18.28,4.01,2,68.59,1,2
33.95,7.21,3,31.78,2,2
15.29,2.46,1,39.11,2,3
39.61,6.43,2,93.97,3,3
22.41,4.2,3,97.48,2,3
96.88,33.93,7,160.8,3,4
0.71,0.17,1,1.04,2,1
4.64,0.03,1,3.06,2,1
30.22,8.85,1,58.41,2,2
34.22,8.27,2,13.53,2,2
4.23,0.17,1,9.85,1,1
35.95,6.16,3,87.74,2,3
3.74,0.8,1,7.79,1,1
82.11,28.35,5,140.97,3,4
29.11,4.57,3,23.81,2,3
133.08,33.84,6,355.56,3,3
14.77,2.61,2,85.72,2,3
26.82,6.84,1,54.53,2,2
6.68,1.47,1,2.59,1,2
9.63,2.41,2,18.91,1,3
16.09,3.56,1,25.94,3,2
36.28,9.07,1,92.34,2,2
57.77,22.15,4,374.99,3,3
28.58,4.82,2,43.98,1,2
72.24,21.2,9,220.37,2,3
3.82,-0.24,1,9.42,1,1
40.46,15.55,9,331.89,2,4
69.96,14.23,5,304.43,3,4
3.0,0.39,1,4.4,1,2
4.19,0.54,1,9.54,1,2
4.39,0.48,1,9.52,1,1
32.6,9.29,3,61.78,2,2
18.27,4.98,1,69.59,2,2
3.64,-0.32,1,1.94,2,1
3.16,0.2,1,7.08,1,1
150.03,42.51,7,204.95,2,4
6.14,0.68,1,9.09,1,1
114.12,34.65,7,153.68,3,3
69.23,24.66,5,130.31,2,4
2.43,0.14,1,1.03,1,1
111.9,26.31,3,160.02,2,3
2.83,0.23,1,2.34,1,2
6.48,0.8,1,3.85,1,1
6.69,0.2,1,1.92,1,1
4.71,-0.17,1,8.68,1,1
1.14,0.2,1,9.23,1,1
103.83,28.66,9,214.39,3,3
34.42,5.23,3,54.64,2,2
22.99,3.52,1,97.85,2,3
61.5,17.57,8,399.8,3,4
34.27,7.44,3,32.76,3,2
4.03,0.23,1,3.02,1,1
26.87,5.09,1,25.39,2,3
136.79,39.58,4,169.39,2,3
5.5,0.79,1,7.32,1,1
3.88,-0.08,1,4.48,1,1
126.69,48.27,8,263.2,2,3
1.22,-0.07,1,5.24,1,1
6.96,-0.63,1,3.59,1,2
2.53,0.21,1,9.73,1,1
38.6,7.45,3,23.25,2,2
2.03,0.11,1,4.03,2,1
2.74,-0.11,1,8.71,1,2
38.8,8.15,3,71.53,2,3
0.56,0.09,1,2.01,2,1
78.1,21.51,9,129.25,3,3
149.66,37.95,6,392.22,3,4
17.18,3.06,2,88.52,2,2
8.34,2.42,1,81.49,2,2
23.75,3.89,2,72.36,2,2
17.97,2.72,3,61.13,2,3
1.58,0.33,1,1.84,2,2
49.57,17.26,10,186.18,3,3
6.7,-0.48,1,9.4,1,2
5.3,1.31,1,4.5,1,1
3.77,-0.33,1,5.44,1,1
24.81,4.95,3,85.81,2,3
36.37,6.26,3,48.5,2,2
127.42,37.93,10,313.06,3,3
4.04,0.66,1,4.72,1,2
35.5,7.56,1,26.53,3,3
31.7,9.12,3,80.83,2,2
36.95,10.1,1,39.54,2,2
17.4,4.08,3,73.96,2,3
10.16,2.53,3,76.17,3,2
0.54,-0.0,1,2.03,1,1
124.01,27.94,10,266.54,3,3
5.79,0.15,1,4.55,1,1
32.72,9.42,3,23.15,2,3
2.93,-0.04,1,6.51,1,1
3.92,-0.17,1,3.02,1,1
3.69,0.51,1,3.34,1,1
25.74,6.07,2,95.41,2,2
5.86,0.45,1,8.76,1,1
28.42,5.12,3,37.39,2,2
1.83,-0.12,1,3.21,1,1
18.14,3.66,3,38.02,3,2
2.71,0.04,1,3.59,1,1
39.68,9.59,1,50.36,2,2
21.91,4.77,3,32.83,2,3
6.49,1.48,1,4.67,1,2
19.75,3.12,1,25.1,2,3
1.24,0.29,1,6.89,1,1
20.33,5.01,1,21.14,3,3
23.82,5.59,3,95.96,2,3
14.44,2.17,2,14.74,2,2
29.67,6.85,2,61.34,3,2
57.4,16.12,10,277.35,3,4
123.28,42.54,7,428.21,3,3
2.95,0.16,1,5.65,1,1
13.65,2.39,3,70.08,2,2
36.89,8.93,2,94.63,1,3
0.51,0.06,1,3.26,1,1
108.67,40.86,5,285.04,3,4
33.82,8.2,3,68.9,1,2
29.8,5.78,2,99.32,2,3
124.93,49.95,7,169.03,2,4
12.17,2.87,2,59.0,2,2
4.42,1.1,1,6.87,1,2
24.92,7.31,3,65.56,2,3
109.74,33.45,3,226.06,2,4
6.71,1.16,1,1.24,1,1
2.34,-0.03,1,1.63,2,2
13.79,3.92,3,81.57,2,3
12.25,2.55,3,22.76,2,2
35.26,9.08,3,87.65,2,2
30.7,7.11,2,42.62,2,2
119.89,46.4,4,440.51,3,4
6.34,0.93,1,7.72,1,2
1.04,0.19,1,2.57,1,1
3.7,0.24,1,7.14,1,1
88.51,18.06,7,134.44,3,3
1.83,0.16,1,9.07,1,1
5.53,1.29,1,4.18,2,1
19.62,4.57,2,22.82,2,2
55.38,20.31,7,486.52,3,3
119.49,47.73,6,311.23,2,3
1.46,0.11,1,8.69,1,1
1.57,0.0,1,9.31,1,1
15.95,4.51,2,65.65,2,2
26.18,7.12,2,37.49,1,2
34.28,9.21,2,21.4,2,2
16.32,3.76,3,78.94,2,3
6.22,0.12,1,9.86,2,2
32.68,7.76,1,20.29,3,2
27.96,7.67,1,88.9,2,3
5.94,0.13,1,9.35,1,1
38.48,8.12,1,29.65,2,3
7.99,2.05,3,84.61,3,3
0.59,-0.0,1,6.87,1,2
32.45,6.11,2,11.28,2,3
19.98,3.95,3,46.61,2,2
1.91,-0.08,1,5.81,1,2
21.12,3.37,3,22.65,1,3
2.58,0.34,1,8.14,1,1
9.13,2.69,1,66.72,2,2
38.53,7.55,3,57.81,2,3
12.53,3.33,2,11.99,2,3
2.29,0.53,1,5.91,1,1
104.14,31.95,5,109.06,3,4
4.34,0.12,1,8.85,1,1
5.84,0.92,1,1.76,1,2
4.92,0.24,1,1.84,1,1
59.25,14.57,10,453.41,3,4
0.98,0.16,1,5.05,1,1
3.24,0.7,1,1.55,1,1
2.17,-0.11,1,8.28,1,1
1.37,0.3,1,6.87,2,1
1.73,0.16,1,2.25,1,1
2.85,-0.13,1,4.64,2,1
2.49,0.26,1,6.6,1,2
11.9,1.88,1,69.04,2,2
5.4,0.44,1,8.65,1,1
1.72,0.14,1,9.82,1,2
0.92,0.08,1,7.25,1,1
31.8,5.1,3,10.09,2,3
17.55,3.02,3,90.81,2,2
3.69,0.1,1,3.42,1,1
4.72,0.8,1,7.49,1,1
11.73,3.51,1,12.31,2,3
0.64,0.04,1,3.41,1,1
34.87,7.38,3,99.4,2,3
25.27,6.13,3,16.26,2,3
2.99,-0.14,1,9.95,1,1
158.74,35.08,9,370.13,3,4
7.85,1.44,1,61.96,2,2
21.87,5.13,2,46.02,3,3
5.65,-0.25,1,8.28,2,1
6.82,1.31,1,9.15,1,2
6.22,0.74,1,4.18,1,1
4.6,0.65,1,7.52,1,1
146.03,55.44,7,442.27,3,4
2.93,0.09,1,9.53,1,1
122.59,39.16,8,294.15,3,3
26.29,5.15,1,93.13,2,2
0.78,0.1,1,8.4,2,1
5.67,0.97,1,3.08,1,1
20.46,4.81,2,75.16,1,2
3.49,0.24,1,3.56,1,1
86.88,32.02,5,194.18,3,4
3.18,0.53,1,3.53,1,1
3.67,0.48,1,4.93,1,2
12.08,3.57,2,70.11,3,2
33.18,8.05,2,69.51,1,3
0.51,-0.0,1,1.38,1,2
1.9,-0.07,1,2.15,1,1
10.26,2.52,1,29.61,3,2
32.03,9.02,2,56.18,2,2
8.68,1.82,2,36.7,2,2
4.46,0.82,1,9.69,1,1
23.07,6.78,3,45.42,2,3
134.79,51.67,5,375.15,2,4
3.97,0.18,1,6.94,1,2
19.83,5.16,3,67.94,2,2
6.94,0.03,1,5.72,1,1
5.92,0.35,1,9.97,1,1
5.81,0.06,1,3.58,1,2
32.45,9.65,3,95.97,3,3
1.14,-0.0,1,1.88,1,1
4.22,0.37,1,6.16,1,1
5.58,-0.08,1,3.8,1,2
20.27,4.11,3,53.75,2,2
16.75,4.49,3,29.77,2,2
6.55,1.46,1,7.75,1,1
0.76,0.1,1,4.41,2,1
3.44,0.83,1,3.98,2,1
4.35,0.35,1,6.22,1,1
19.86,2.98,1,96.23,2,2
21.66,3.44,2,99.88,2,3
2.56,-0.04,1,2.45,1,2
1.74,-0.04,1,9.96,1,1
0.88,0.06,1,8.47,1,2
80.86,26.99,3,358.35,3,3
2.64,0.58,1,2.73,2,1
7.36,2.01,1,50.95,2,3
5.96,0.67,1,1.83,1,1
116.56,25.74,3,136.81,3,3
4.19,0.42,1,8.44,1,2
146.09,31.15,3,295.74,3,4
35.25,6.06,1,66.44,2,2
1.9,0.0,1,9.74,1,1
10.21,1.73,1,87.89,3,2
120.58,35.06,7,441.08,3,3
24.82,4.4,2,53.8,2,2
30.81,7.1,3,33.25,2,3
25.12,4.25,2,55.42,2,3
30.93,9.1,3,65.59,1,3
9.25,1.94,2,86.6,2,3
154.43,35.02,5,329.14,3,4
24.55,5.6,1,56.15,2,2
11.05,2.85,3,45.85,2,2
3.12,0.77,1,7.28,1,1
14.34,3.4,2,40.45,2,3
78.89,27.45,9,221.08,3,4
70.69,21.06,9,101.05,3,3
0.8,-0.04,1,5.09,1,1
3.16,-0.31,1,8.15,1,2
115.69,30.46,8,462.84,3,3
3.11,-0.22,1,1.71,1,2
128.3,40.06,3,158.04,3,4
16.13,4.3,2,50.97,2,2
19.8,5.29,1,74.13,2,3
1.22,0.23,1,6.14,1,2
17.57,2.98,2,65.02,2,3
135.33,54.08,7,297.78,2,3
36.79,5.8,1,39.46,2,2
20.63,5.3,3,30.13,3,2
10.6,2.46,3,78.56,2,2
29.31,6.7,1,83.12,2,3
6.81,1.14,1,2.25,1,1
74.31,17.65,4,320.51,2,3
142.82,50.3,9,397.64,2,3
27.37,5.08,3,35.79,2,2
3.73,-0.01,1,6.83,1,1
8.92,2.61,3,78.68,2,3
2.94,-0.23,1,6.76,1,2
1.21,-0.04,1,9.13,2,1
12.26,2.43,2,84.65,2,2
2.63,0.34,1,7.25,1,1
33.43,8.91,3,17.27,2,3
2.19,0.08,1,1.38,1,1
11.8,2.94,2,44.49,3,2
11.12,3.29,3,57.03,2,2
38.27,6.23,3,57.39,3,3
21.92,4.51,2,40.47,2,3
5.76,-0.37,1,9.04,1,1
11.0,2.74,1,99.26,3,2
21.81,3.32,2,43.14,2,3
3.88,-0.08,1,5.69,1,1
2.94,-0.01,1,2.91,1,1
3.41,0.01,1,6.04,1,1
20.53,3.13,2,35.81,2,3
2.54,-0.13,1,4.16,1,1
0.98,0.04,1,7.73,1,1
28.19,5.19,2,91.99,2,3
21.4,5.2,1,27.94,2,3
39.34,7.01,1,96.22,3,3
8.45,2.11,2,21.79,2,2
3.41,0.23,1,5.88,1,1
138.78,37.85,4,138.93,3,4
23.99,5.58,1,10.59,3,2
28.89,4.4,2,73.79,1,2
95.75,25.14,5,470.16,2,4
8.65,1.32,3,41.68,2,2
11.3,3.2,1,68.32,2,2
34.95,9.94,3,15.33,3,3
1.5,0.11,1,8.68,1,1
28.08,6.34,1,54.5,2,2
4.91,0.32,1,5.59,1,1
2.51,0.35,1,9.26,1,1
2.48,0.59,1,7.99,1,2
13.41,3.4,1,85.13,1,3
5.01,-0.34,1,3.85,1,1
3.72,0.34,1,8.52,1,1
116.14,36.33,5,150.69,2,3
39.88,11.95,2,86.59,3,3
1.03,0.22,1,8.94,1,1
4.7,1.16,1,4.38,1,1
31.46,9.16,2,78.65,2,2
1.05,-0.05,1,7.43,1,1
98.18,23.78,9,124.13,2,4
36.58,6.17,1,77.47,2,2
5.53,0.77,1,6.09,1,1
2.27,0.31,1,6.8,1,1
82.03,20.57,9,160.58,2,3
5.88,-0.17,1,6.65,1,1
5.79,0.63,1,9.18,1,1
3.84,-0.37,1,6.49,1,2
24.68,7.39,1,24.66,3,3
3.47,-0.06,1,4.01,1,1
24.82,4.46,3,24.58,2,2
4.44,0.54,1,10.0,1,1
37.87,7.76,3,88.47,2,2
141.48,51.08,10,398.49,3,3
28.06,5.44,1,60.09,1,2
21.63,4.4,1,23.54,2,2
14.16,3.87,2,50.3,2,2
6.91,0.49,1,9.55,1,1
3.53,0.88,1,6.5,2,2
12.24,3.35,1,52.1,2,3
22.59,5.57,2,72.35,1,2
1.51,-0.11,1,1.53,1,1
2.43,-0.16,1,8.38,1,2
17.47,2.89,3,57.53,2,3
28.59,6.77,1,38.2,3,2
0.55,0.1,1,6.69,1,1
7.9,1.28,1,28.55,2,2
13.79,3.82,1,91.91,2,2
39.3,11.18,1,56.55,2,3
4.59,0.42,1,6.67,1,1
5.46,0.4,1,7.15,1,1
2.97,0.3,1,8.14,1,1
23.3,3.54,3,50.25,3,2
6.92,0.31,1,5.5,1,1
3.13,-0.21,1,7.87,2,1
1.52,0.03,1,3.03,1,1
2.52,0.29,1,2.59,1,1
1.45,0.34,1,7.74,1,1
149.88,39.66,7,151.95,3,3
37.9,10.95,2,67.57,2,2
3.52,0.24,1,9.85,1,1
3.52,-0.12,1,1.93,1,1
3.24,0.19,1,2.29,1,1
1.63,0.25,1,1.97,1,1
65.64,15.02,4,320.81,3,3
115.23,29.46,8,309.68,3,4
3.66,0.09,1,4.29,1,1
1.77,0.37,1,7.36,1,1
2.71,0.26,1,7.84,1,1
78.71,20.31,4,283.11,3,4
1.43,0.07,1,7.94,1,1
7.36,1.62,1,30.63,2,2
33.5,9.53,2,76.72,2,2
34.53,6.48,1,96.49,2,2
32.74,7.98,3,14.57,3,3
10.53,2.2,3,63.15,2,2
34.05,6.63,2,19.03,2,2
13.5,3.26,3,63.55,2,3
5.76,1.14,1,7.85,1,2
14.1,2.78,1,36.79,2,3
18.42,4.78,1,26.48,2,2
4.51,0.6,1,2.59,1,1
6.87,0.22,1,8.16,1,1
5.17,0.99,1,8.09,1,1
129.47,33.14,3,391.03,2,3
21.63,4.75,1,60.71,2,2
3.44,-0.24,1,5.15,1,1
30.44,6.6,2,15.47,2,2
31.06,9.07,2,27.99,1,2
4.42,-0.03,1,9.93,1,2
3.62,-0.36,1,7.61,2,2
3.99,0.2,1,2.73,1,1
24.38,3.73,2,80.58,2,3
26.77,5.04,3,46.44,2,3
3.0,0.59,1,3.97,1,2
17.01,4.94,1,81.94,2,3
4.21,0.14,1,1.48,1,1
30.44,6.17,2,20.08,2,2
2.87,0.47,1,9.98,1,1
2.79,0.1,1,4.43,1,1
24.99,4.23,3,39.75,1,3
6.73,1.55,1,9.25,1,1
47.58,18.18,9,146.8,2,4
8.21,1.82,2,49.35,2,2
3.83,-0.37,1,4.2,2,1
4.55,0.76,1,4.09,1,1
111.18,39.86,3,126.62,3,4
16.14,3.87,3,92.22,2,2
6.88,1.31,1,6.61,1,1
17.1,4.36,1,84.21,3,3
10.51,3.13,2,77.5,2,3
4.46,0.65,1,5.52,2,1
38.0,5.73,2,16.84,1,2
2.1,0.02,1,2.23,1,1
18.4,5.04,2,32.08,2,2
1.63,-0.01,1,4.55,1,1
6.04,1.27,1,9.23,1,1
0.75,-0.05,1,2.52,1,1
5.75,-0.09,1,3.42,1,1
129.88,50.82,8,427.1,3,4
5.49,0.82,1,5.05,1,1
110.01,40.14,9,379.45,3,3
145.66,55.51,4,172.06,3,3
5.19,0.2,1,7.29,1,1
5.45,-0.52,1,6.46,1,1
8.96,2.41,1,34.12,2,3
2.18,0.05,1,5.5,1,1
22.35,3.86,2,11.21,3,2
33.85,9.62,2,11.77,2,2
83.33,18.84,5,191.4,2,3
43.3,13.36,10,192.88,3,3
37.33,10.41,1,30.55,2,2
25.33,5.51,2,38.03,2,2
6.59,-0.13,1,5.64,1,1
4.13,-0.36,1,1.07,1,1
4.43,-0.04,1,1.28,1,2
94.46,34.69,5,107.35,3,3
39.2,9.54,1,95.54,2,2
37.78,7.95,2,15.81,2,2
28.39,7.7,3,81.07,2,2
39.81,9.85,2,62.62,2,2
7.08,1.27,3,88.64,1,2
4.79,1.09,1,8.14,1,1
0.78,0.06,1,1.58,1,1
36.23,10.69,2,79.27,2,3
8.36,2.5,1,34.27,2,2
66.58,18.9,6,410.87,2,4
5.98,-0.43,1,7.75,1,2
119.34,25.36,3,412.6,2,4
13.21,3.5,2,79.8,3,2
7.28,1.21,2,77.27,2,2
0.88,0.1,1,4.71,1,2
3.89,-0.09,1,3.62,1,1
0.76,-0.06,1,9.07,1,1
136.93,43.95,4,185.87,3,3
58.98,15.27,5,394.66,2,4
12.39,3.38,2,67.28,3,2
6.72,-0.28,1,1.62,1,2
11.65,1.82,3,83.32,3,3
1.76,0.28,1,7.51,1,1
3.29,-0.3,1,6.11,1,2
36.74,7.55,1,32.64,3,2
0.56,-0.02,1,5.49,1,1
4.7,-0.05,1,9.79,1,1
15.01,4.42,3,49.3,2,3
37.82,10.35,2,52.18,2,2
72.91,21.75,5,107.07,2,4
22.26,4.58,1,37.81,3,3
65.98,16.2,6,477.93,3,3
8.85,1.87,3,30.48,2,2
3.86,-0.33,1,1.54,1,1
5.12,0.27,1,3.63,1,1
2.48,0.51,1,4.16,1,1
4.78,0.52,1,2.84,1,1
19.63,3.38,1,63.27,3,2
101.09,35.08,6,227.28,3,4
1.37,0.06,1,1.14,1,1
36.99,9.68,3,96.1,2,3
21.23,4.29,2,96.44,3,2
6.73,1.16,1,2.79,1,2
23.51,3.86,3,36.35,2,2
14.58,3.24,3,33.41,3,2
4.08,0.8,1,2.81,1,1
1.41,0.15,1,7.66,1,1
18.22,2.86,2,92.76,2,3
5.08,-0.25,1,3.15,2,1
108.37,29.13,7,441.94,3,3
1.06,-0.06,1,1.45,1,1
3.58,0.34,1,7.47,1,1
1.75,0.19,1,9.43,2,1
7.15,1.96,3,80.66,2,2
15.14,3.58,3,29.04,2,2
0.53,-0.04,1,5.83,1,1
2.88,0.67,1,5.51,1,1
5.82,-0.38,1,1.19,1,1
19.35,4.78,3,83.58,2,3
0.57,-0.0,1,7.51,2,1
24.59,3.82,3,13.08,2,2
4.18,0.29,1,5.48,1,2
91.23,35.05,9,441.39,3,3
9.88,2.78,3,69.22,2,2
24.33,4.37,3,73.5,2,2
1.05,-0.0,1,8.43,1,2
4.62,0.48,1,2.65,1,1
2.64,-0.03,1,7.75,1,2
9.18,2.72,1,52.74,1,3
13.68,2.38,2,87.47,2,3
2.57,0.25,1,4.48,1,1
33.36,7.35,2,80.34,1,2
44.57,10.87,6,117.01,3,4
28.94,5.69,1,27.54,3,2
28.19,5.31,1,39.58,3,3
35.26,5.5,2,42.83,2,2
12.36,2.27,2,77.09,1,3
2.28,0.44,1,9.94,2,1
2.27,0.16,1,2.29,1,1
